ID,dct:source,ms:resourceName,metadataRecordIdentifier,resourceCreator,ORCID,Creation date,licence,size/amount,categoryLabel,LCRsubclass,subject,language,landingPage,generalDocumentation,annotationSchema,dataFormat,sourceMetadataGeneration,META-SHARE property,ontology,externalResource,externalResource/comment,downloadLocation,distributionLocation/comment,accessLocation ,accessibleThroughQuery,accessibleThroughQuery/comment,comment,,
1183,LOD Cloud,Apertium RDF EO-EN,apertium-rdf-eo-en,,,,GPL,617772,linguistics,lexicons and dictionaries,,"Esperanto,English",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconEO
http://linguistic.linkeddata.es/data/id/apertium/lexiconEN
http://linguistic.linkeddata.es/data/id/apertium/tranSetEO-EN",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",This dataset can be downloaded from datahub,,
1184,LOD Cloud,Apertium RDF EO-ES,apertium-rdf-eo-es,,,,GPL,380198,linguistics,lexicons and dictionaries,,"Esperanto,Spanish",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconEO
http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/tranSetEO-ES",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",This dataset can be downloaded from datahub,,
1185,LOD Cloud,Apertium RDF EO-FR,apertium-rdf-eo-fr,,,,GPL,726281,linguistics,lexicons and dictionaries,,"Esperanto,French",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconEO
http://linguistic.linkeddata.es/data/id/apertium/lexiconFR 
http://linguistic.linkeddata.es/data/id/apertium/tranSetEO-FR",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",This dataset can be downloaded from datahub,,
1186,LOD Cloud,Apertium RDF ES-AN,apertium-rdf-es-an,,,,GPL,71997,linguistics,lexicons and dictionaries,,"Spanish,Aragonese",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconAN 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-AN",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",This dataset can be downloaded from datahub,,
1187,LOD Cloud,Apertium RDF ES-AST,apertium-rdf-es-ast,,,,GPL,825540,linguistics,lexicons and dictionaries,,"Spanish,Asturian",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconAST 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-AST",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",This dataset can be downloaded from datahub,,
1196,"LOD Cloud, AnnoHub",Apertium RDF ES-CA,apertium-rdf-es-ca,Metadata generated from LINGHUB,,,GPL,730501,linguistics,lexicons and dictionaries,,"Spanish,Catalan",,,lemon,rdf,,212.0,unknown,unknown,no,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconCA 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-CA",yes,http://linguistic.linkeddata.es/sparql/,ok,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",,,
1206,LOD Cloud,Apertium RDF ES-GL,apertium-rdf-es-gl,,,,GPL,206284,linguistics,lexicons and dictionaries,,"Spanish,Galician",,,,rdf,,649.0,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconGL 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-GL",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1207,LOD Cloud,Apertium RDF ES-PT,apertium-rdf-es-pt,,,,GPL,279245,linguistics,lexicons and dictionaries,,"Spanish,Portuguese",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconPT 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-PT",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1208,LOD Cloud,Apertium RDF ES-RO,apertium-rdf-es-ro,,,,GPL,400366,linguistics,lexicons and dictionaries,,"Spanish,Romanian",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconES
http://linguistic.linkeddata.es/data/id/apertium/lexiconRO 
http://linguistic.linkeddata.es/data/id/apertium/tranSetES-RO",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1209,LOD Cloud,Apertium RDF EU-EN,apertium-rdf-eu-en,,,,GPL,265466,linguistics,lexicons and dictionaries,,"Basque,English",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconEU
http://linguistic.linkeddata.es/data/id/apertium/lexiconEN 
http://linguistic.linkeddata.es/data/id/apertium/tranSetEU-EN",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1210,LOD Cloud,Apertium RDF EU-ES,apertium-rdf-eu-es,,,,GPL,262336,linguistics,lexicons and dictionaries,,"Basque,Spanish",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconEU
http://linguistic.linkeddata.es/data/id/apertium/lexiconES 
http://linguistic.linkeddata.es/data/id/apertium/tranSetEU-ES",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1211,LOD Cloud,Apertium RDF FR-CA,apertium-rdf-fr-ca,,,,GPL,152002,linguistics,lexicons and dictionaries,,"French,Catalan",,,,rdf,,695.0,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconFR
http://linguistic.linkeddata.es/data/id/apertium/lexiconCA 
http://linguistic.linkeddata.es/data/id/apertium/tranSetFR-CA",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1212,LOD Cloud,Apertium RDF FR-ES,apertium-rdf-fr-es,,,,GPL,495614,linguistics,lexicons and dictionaries,,"French,Spanish",,,,rdf,,867.0,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconFR
http://linguistic.linkeddata.es/data/id/apertium/lexiconES 
http://linguistic.linkeddata.es/data/id/apertium/tranSetFR-ES",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1213,LOD Cloud,Apertium RDF OC-CA,apertium-rdf-oc-ca,,,,GPL,346346,linguistics,lexicons and dictionaries,,"Occitan,Catalan",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconOC
http://linguistic.linkeddata.es/data/id/apertium/lexiconCA 
http://linguistic.linkeddata.es/data/id/apertium/tranSetOC-CA",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1214,LOD Cloud,Apertium RDF OC-ES,apertium-rdf-oc-es,,,,GPL,317162,linguistics,lexicons and dictionaries,,"Occitan,Spanish",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconOC
http://linguistic.linkeddata.es/data/id/apertium/lexiconES 
http://linguistic.linkeddata.es/data/id/apertium/tranSetOC-ES",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1215,LOD Cloud,Apertium RDF PT-CA,apertium-rdf-pt-ca,,,,GPL,163149,linguistics,lexicons and dictionaries,,"Portuguese,Catalan",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconPT
http://linguistic.linkeddata.es/data/id/apertium/lexiconCA 
http://linguistic.linkeddata.es/data/id/apertium/tranSetPT-CA",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1216,LOD Cloud,Apertium RDF PT-GL,apertium-rdf-pt-gl,,,,GPL,234065,linguistics,lexicons and dictionaries,,"Portuguese,Galician",,,,rdf,,,N/A,N/A,N/A,"http://linguistic.linkeddata.es/data/id/apertium/lexiconPT
http://linguistic.linkeddata.es/data/id/apertium/lexiconGL 
http://linguistic.linkeddata.es/data/id/apertium/tranSetPT-GL",yes,http://linguistic.linkeddata.es/sparql/,yes,"This SPARQL is working properly, however it is the same for all apertium datasets. I am not able to query just one of them bacause I dodn't know their graph. So i was wondering how to query only one of them? ",For all the datsets that belong to apertium one of the creators is Jorge Gracia. Maybe we can ask him about the other information. http://linguistic.linkeddata.es/id/apertium/lexiconES,,
1120,LOD Cloud,Apps using our data (University of Southampton),southampton-ac-uk-apps,,,,OGLv3.0,200,,,,English,http://data.southampton.ac.uk/,,,,,,,,,,,,,,,,
201,LOD Cloud,Arabic WordNet (as part of Open Multilingual WordNet),omwn-arb,,,,CC BY-SA 3.0,202006,linguistics,lexicons and dictionaries,,Arabic,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,591.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
213,LOD Cloud,AragoDBPedia - aragon open data,aragodbpedia,,,,CC-BY,0,government,,,Spanish,https://opendata.aragon.es,,,,,,,,,,,,,,,,
214,LOD Cloud,Aragon Interoperable Information Structure EI2A - aragon open data,ei2a,,,,CC-BY,435391731,government,,,Spanish,https://opendata.aragon.es,,,,,,,,,,,,,,,,
759,LOD Cloud,Archives Hub Linked Data,archiveshub-linkeddata,,,,CC-zero,431088,education,Typological Databases?,,English,http://data.archiveshub.ac.uk,,,,,,,,,,,,,,,,
1101,LOD Cloud,Art & Architecture Thesaurus,getty-aat,,,,ODC-By v1.0,0,linguistics,"Terminologies, Thesauri and Knowledge Bases",,Multilingual,,,,ttl,,294.0,rdf,http://vocab.getty.edu/ontology.rdf,yes,http://vocab.getty.edu/dataset/aat/explicit.zip,yes,http://vocab.getty.edu/sparql,yes,"It is working properly, although it took some time to answer to 
SELECT DISTINCT ?p WHERE {
  ?s ?p ?o
} LIMIT 100

",,,
93,LOD Cloud,Arthroscopy community,arthroscopy,,,,CC BY-NC 2.0,62355,user_generated,,,English,http://gnoss.com/comunidad/Arthroscopy,,,,,,,,,,,,,,,,
1217,LOD Cloud,Ascomycete phenotype ontology,bioportal-apo,,,,,4213,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1222,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
215,LOD Cloud,ASN:US,asn-us,,,,CC-BY,4632275,government,,,English,http://asn.jesandco.org,,,,,,,,,,,,,,,,
27,AnnoHub,ASPAC – Swedish (2017-10-16); ASPAC – svenska (2017-10-16),,Swedish; ASPAC; The Swedish part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,Swedish,,,,,Metadata generated from CLARIN,,,,,,,,,,,,
28,AnnoHub,ASPAC – Swedish-Belarusian (2017-10-16); ASPAC – svenska-vitryska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,Swedish,,,,,Metadata generated from CLARIN,,,,,,,,,,,,
29,AnnoHub,ASPAC – Swedish-Bulgarian (2017-10-16); ASPAC – svenska-bulgariska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Bulgarian, Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
30,AnnoHub,ASPAC – Swedish-Croatian (2017-10-16); ASPAC – svenska-kroatiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Croatian",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
31,AnnoHub,ASPAC – Swedish-Czech (2017-10-16); ASPAC – svenska-tjeckiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Czech",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
32,AnnoHub,ASPAC – Swedish-Dutch (2017-10-16); ASPAC – svenska-nederländska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish,Dutch",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
33,AnnoHub,ASPAC – Swedish-English (2017-10-16); ASPAC – svenska-engelska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, English",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
34,AnnoHub,ASPAC – Swedish-French (2017-10-16); ASPAC – svenska-franska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"French,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
35,AnnoHub,ASPAC – Swedish-German (2017-10-16); ASPAC – svenska-tyska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"German,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
36,AnnoHub,ASPAC – Swedish-Greek (2017-10-16); ASPAC – svenska-grekiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Modern Greek (1453-)",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
37,AnnoHub,ASPAC – Swedish-Italian (2017-10-16); ASPAC – svenska-italienska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish,Italian",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
38,AnnoHub,ASPAC – Swedish-Latin (2017-10-16); ASPAC – svenska-latin (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Latin,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
39,AnnoHub,ASPAC – Swedish-Lower Sorbian (2017-10-16); ASPAC – svenska-lågsorbiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Lower Sorbian",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
40,AnnoHub,ASPAC – Swedish-Macedonian (2017-10-16); ASPAC – svenska-makedonska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Macedonian",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
41,AnnoHub,ASPAC – Swedish-Molise Slavic (2017-10-16); ASPAC – svenska-moliseslaviska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Swedish, Molise Slavic",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
42,AnnoHub,ASPAC – Swedish-Polish (2017-10-16); ASPAC – svenska-polska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Polish,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
43,AnnoHub,ASPAC – Swedish-Portuguese (2017-10-16); ASPAC – svenska-portugisiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Portuguese,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
44,AnnoHub,ASPAC – Swedish-Romanian (2017-10-16); ASPAC – svenska-rumänska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Romanian,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
45,AnnoHub,ASPAC – Swedish-Russian (2017-10-16); ASPAC – svenska-ryska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Russian,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
46,AnnoHub,ASPAC – Swedish-Serbian (cyrillic) (2017-10-16); ASPAC – svenska-serbiska (kyrilliskt) (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,Swedish,,,,,Metadata generated from CLARIN,,,,,,,,,,,,
47,AnnoHub,ASPAC – Swedish-Serbian (latin) (2017-10-16); ASPAC – svenska-serbiska (latin) (2017-10-16),,ASPAC; Parallel; Latn; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,Swedish,,,,,Metadata generated from CLARIN,,,,,,,,,,,,
48,AnnoHub,ASPAC – Swedish-Slovak (2017-10-16); ASPAC – svenska-slovakiska (2017-10-16),,ASPAC; Parallel; Part of The Amsterdam Slavic Parallel Aligned Corpus. The material is sentence scrambled.; Del av The Amsterdam Slavic Parallel Aligned Corpus. Materialet är meningsomkastat.,,,CC BY 4.0,,linguistics,corpora,,"Slovak,Swedish",,,,,Metadata generated from CLARIN,,,,,,,,,,,,
